gml_id,expected_deaths_bin_mean,probability,building_type,num_occupants,volume
DEBY_LOD2_8573649,9.66421928402153e-05,0.0021600000000000304,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.0001108281107309479,0.0023999999999999816,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.00013854827658994987,0.01871999999999989,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.00017799314443455643,0.19007999999999967,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.00021546984661904975,0.25271999999999817,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.00025014833904627435,0.2368800000000023,2,17.0,3551.3008340400406
DEBY_LOD2_8573649,0.00029950490071280596,0.2917200000000001,2,17.0,3551.3008340400406
DEBY_LOD2_8573650,0.00010942447219016886,0.0015999999999999962,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.00012918813357826932,0.0016399999999999989,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.0001448665059924274,0.0018400000000000029,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.0001678590066820174,0.002159999999999989,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.00019309264818253893,0.0026400000000000048,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.00023753831524773861,0.00312,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.0003480678006360759,0.19787999999999975,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.00041102268284409717,0.24491999999999864,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.00046013019697183636,0.2446800000000007,2,23.0,5801.057570223689
DEBY_LOD2_8573650,0.0005415825605721441,0.29952000000000106,2,23.0,5801.057570223689
DEBY_LOD2_8573651,3.89931581227936e-06,0.002119999999999986,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,8.303944848950632e-06,0.12731999999999907,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,1.1834961264210116e-05,0.07256000000000096,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,1.7479637581795346e-05,0.002000000000000009,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,2.367239454958303e-05,0.06460000000000067,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,2.745254694779947e-05,0.06483999999999836,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,3.2817222079370424e-05,0.07252000000000093,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,4.17339888788946e-05,0.10443999999999976,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,5.606657103173035e-05,0.22127999999999926,2,4.0,1861.5850685374087
DEBY_LOD2_8573651,7.965675137828465e-05,0.26832000000000095,2,4.0,1861.5850685374087
DEBY_LOD2_8573652,4.0332646232104395e-06,0.002119999999999986,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,8.647176588866326e-06,0.12731999999999907,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,1.2270570122974808e-05,0.07256000000000096,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,1.8075698486514046e-05,0.002000000000000009,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,2.4555942482479655e-05,0.04899999999999895,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,2.848767983894077e-05,0.08044000000000007,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,3.4055867478361705e-05,0.07252000000000093,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,4.3476164919688815e-05,0.10443999999999976,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,5.8651661747717155e-05,0.22127999999999926,2,5.0,1996.0824106009075
DEBY_LOD2_8573652,8.338376109196068e-05,0.26832000000000095,2,5.0,1996.0824106009075
DEBY_LOD2_8573653,0.00010289376874161609,0.0015999999999999962,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.00012059406991532734,0.0016399999999999989,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.00013462695553817684,0.0018400000000000029,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0001548138453176105,0.002159999999999989,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0001772041471923842,0.0026400000000000048,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.00021612924696498057,0.00312,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0003107526103974286,0.19787999999999975,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0003652189540787636,0.24491999999999864,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0004073753225843164,0.2446800000000007,2,24.0,4524.286967466721
DEBY_LOD2_8573653,0.0004771785183480186,0.29952000000000106,2,24.0,4524.286967466721
DEBY_LOD2_8573654,9.438738578904367e-07,0.041280000000000004,2,1.0,121.64110478216394
DEBY_LOD2_8573654,1.5664339819911891e-06,0.15872000000000003,2,1.0,121.64110478216394
DEBY_LOD2_8573654,2.812893917760785e-06,0.04128,2,1.0,121.64110478216394
DEBY_LOD2_8573654,3.968924387822224e-06,0.04131999999999998,2,1.0,121.64110478216394
DEBY_LOD2_8573654,5.164405698256513e-06,0.11155999999999859,2,1.0,121.64110478216394
DEBY_LOD2_8573654,6.119580676164989e-06,0.08048000000000083,2,1.0,121.64110478216394
DEBY_LOD2_8573654,7.221403668868746e-06,0.049080000000000575,2,1.0,121.64110478216394
DEBY_LOD2_8573654,8.817542326535356e-06,0.1274799999999983,2,1.0,121.64110478216394
DEBY_LOD2_8573654,1.0450706183981258e-05,0.10388000000000149,2,1.0,121.64110478216394
DEBY_LOD2_8573654,1.4387840865749574e-05,0.24492000000000017,2,1.0,121.64110478216394
DEBY_LOD2_8573656,2.2565647130922033e-06,0.002119999999999986,2,5.0,603.665715980082
DEBY_LOD2_8573656,4.157998507710281e-06,0.19788000000000008,2,5.0,603.665715980082
DEBY_LOD2_8573656,6.724921029889856e-06,0.0021199999999999856,2,5.0,603.665715980082
DEBY_LOD2_8573656,1.0129634812503507e-05,0.03323999999999944,2,5.0,603.665715980082
DEBY_LOD2_8573656,1.2799577947817512e-05,0.07256000000000044,2,5.0,603.665715980082
DEBY_LOD2_8573656,1.4996742761804285e-05,0.09604000000000015,2,5.0,603.665715980082
DEBY_LOD2_8573656,1.8386997256222514e-05,0.049039999999999064,2,5.0,603.665715980082
DEBY_LOD2_8573656,2.165226155885025e-05,0.10419999999999956,2,5.0,603.665715980082
DEBY_LOD2_8573656,2.7412768484932812e-05,0.17448000000000058,2,5.0,603.665715980082
DEBY_LOD2_8573656,3.8247883727948365e-05,0.2683200000000009,2,5.0,603.665715980082
DEBY_LOD2_8573659,2.2982974072267983e-06,0.002119999999999986,2,3.0,626.7386918168708
DEBY_LOD2_8573659,4.258381046982922e-06,0.19788000000000008,2,3.0,626.7386918168708
DEBY_LOD2_8573659,6.849291082648116e-06,0.0021199999999999856,2,3.0,626.7386918168708
DEBY_LOD2_8573659,1.032656928730522e-05,0.017559999999999933,2,3.0,626.7386918168708
DEBY_LOD2_8573659,1.3065076564654591e-05,0.08823999999999994,2,3.0,626.7386918168708
DEBY_LOD2_8573659,1.5298370835667415e-05,0.09604000000000015,2,3.0,626.7386918168708
DEBY_LOD2_8573659,1.8758068355098053e-05,0.03335999999999941,2,3.0,626.7386918168708
DEBY_LOD2_8573659,2.211670602203373e-05,0.1198799999999992,2,3.0,626.7386918168708
DEBY_LOD2_8573659,2.8062880747351993e-05,0.17448000000000058,2,3.0,626.7386918168708
DEBY_LOD2_8573659,3.918672764164399e-05,0.2683200000000009,2,3.0,626.7386918168708
DEBY_LOD2_8573662,2.2767020158382475e-06,0.002119999999999986,2,2.0,614.7418694848009
DEBY_LOD2_8573662,4.2063528570605456e-06,0.19788000000000008,2,2.0,614.7418694848009
DEBY_LOD2_8573662,6.784933388470332e-06,0.0021199999999999856,2,2.0,614.7418694848009
DEBY_LOD2_8573662,1.0224723203019427e-05,0.03323999999999944,2,2.0,614.7418694848009
DEBY_LOD2_8573662,1.2927517266052262e-05,0.07256000000000044,2,2.0,614.7418694848009
DEBY_LOD2_8573662,1.5142181076378643e-05,0.09604000000000015,2,2.0,614.7418694848009
DEBY_LOD2_8573662,1.85668598310828e-05,0.049039999999999064,2,2.0,614.7418694848009
DEBY_LOD2_8573662,2.1875307680655337e-05,0.10419999999999956,2,2.0,614.7418694848009
DEBY_LOD2_8573662,2.7725979477960883e-05,0.17448000000000058,2,2.0,614.7418694848009
DEBY_LOD2_8573662,3.870004884770097e-05,0.2683200000000009,2,2.0,614.7418694848009
DEBY_LOD2_8573665,6.292042651602586e-06,0.002119999999999986,2,6.0,1205.093972748022
DEBY_LOD2_8573665,1.0873920424102342e-05,0.048919999999998985,2,6.0,1205.093972748022
DEBY_LOD2_8573665,1.4271183483316702e-05,0.12744000000000222,2,6.0,1205.093972748022
DEBY_LOD2_8573665,1.7462056605833237e-05,0.02547999999999885,2,6.0,1205.093972748022
DEBY_LOD2_8573665,2.2680874334010787e-05,0.033359999999999335,2,6.0,1205.093972748022
DEBY_LOD2_8573665,2.599094401710243e-05,0.0726000000000004,2,6.0,1205.093972748022
DEBY_LOD2_8573665,3.0636383252323306e-05,0.09604000000000022,2,6.0,1205.093972748022
DEBY_LOD2_8573665,3.738712237774989e-05,0.10443999999999976,2,6.0,1205.093972748022
DEBY_LOD2_8573665,4.89474252975384e-05,0.21347999999999986,2,6.0,1205.093972748022
DEBY_LOD2_8573665,6.7076205856795e-05,0.27612000000000037,2,6.0,1205.093972748022
DEBY_LOD2_8573666,5.911536989685505e-05,0.0016799999999999981,2,16.0,3807.932876061528
DEBY_LOD2_8573666,7.229114339500498e-05,0.0016399999999999924,2,16.0,3807.932876061528
DEBY_LOD2_8573666,8.381644146911459e-05,0.0019999999999999896,2,16.0,3807.932876061528
DEBY_LOD2_8573666,9.401158053435643e-05,0.002160000000000031,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.00010837342157201048,0.0023999999999999816,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.00013610162755671283,0.018719999999999893,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.00017303471247466886,0.1978799999999993,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.0002112342653375514,0.24491999999999858,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.00024726761454215096,0.23688000000000234,2,16.0,3807.932876061528
DEBY_LOD2_8573666,0.00029786473760483155,0.2917200000000001,2,16.0,3807.932876061528
DEBY_LOD2_8573667,1.59859756445654e-06,0.0021199999999999865,2,1.0,300.2674529504025
DEBY_LOD2_8573667,2.6719783678323077e-06,0.19788000000000008,2,1.0,300.2674529504025
DEBY_LOD2_8573667,4.764074487725638e-06,0.0021199999999999856,2,1.0,300.2674529504025
DEBY_LOD2_8573667,6.963707778441646e-06,0.06460000000000085,2,1.0,300.2674529504025
DEBY_LOD2_8573667,8.719466310967717e-06,0.08823999999999776,2,1.0,300.2674529504025
DEBY_LOD2_8573667,1.0405582758258405e-05,0.06472000000000133,2,1.0,300.2674529504025
DEBY_LOD2_8573667,1.2520595225069153e-05,0.06472000000000011,2,1.0,300.2674529504025
DEBY_LOD2_8573667,1.4688660167831927e-05,0.0883999999999985,2,1.0,300.2674529504025
DEBY_LOD2_8573667,1.7727765448613204e-05,0.15108000000000127,2,1.0,300.2674529504025
DEBY_LOD2_8573667,2.449772665530585e-05,0.27612000000000025,2,1.0,300.2674529504025
DEBY_LOD2_8573668,1.5345032040211532e-06,0.0021199999999999865,2,1.0,276.7601662264968
DEBY_LOD2_8573668,2.5381404194326882e-06,0.19788000000000008,2,1.0,276.7601662264968
DEBY_LOD2_8573668,4.573063119920182e-06,0.0021199999999999856,2,1.0,276.7601662264968
